mRefOrder	surface	out2ref	language	lemma3	HebforeignKey	foreignKey	seg-pref+suff	help	PREFIX	conj	rel	temp	adv	prep	interrog	art	MAIN	POS	binyan	verbalroot	passive	Pers	Gen	Num	Tense	Status	function	suffix	Pers	Gen	Num
17647	עקיבא	ref.4.3.4.9.99	heb	עקיבא_1	עקיבא_1_PROPERNAME	eqyba_1_PROPERNAME	עקיבא	rby_1_TITULAR									עקיבא	PROPERNAME					m	sg							
17648	אומר	ref.4.3.4.9.100	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	eqyba_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
17649	אינו	ref.4.3.4.9.101	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+ו	amr_1_VERB									אינ	COPULA				3	m	sg	PRESENT		pronomial	ו	3	m	sg
17650	צריך	ref.4.3.4.9.102	heb	צריך_1	צריך_1_MODAL	cryK_1_MODAL	צריך	ayN_1_COPULA									צריך	MODAL				ANY	m	sg	PRESENT						
17651	ליקח	ref.4.3.4.9.103	heb	לקח_1	לקח_1_VERB	lqH_1_VERB	ליקח	cryK_1_MODAL									ליקח	VERB	paal	לקח					TOINF						
17652	לו	ref.4.3.4.9.104	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	lqH_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
17653	דרך	ref.4.3.4.9.105	heb	דרך_1	דרך_1_NOUN	drK_1_NOUN	דרך	l_1_PREPOSITION									דרך	NOUN					f	sg		abs					
17654	וחכמים	ref.4.3.4.9.106	heb	חכם_1	חכם_1_NOUN	HkM_1_NOUN	ו-חכמים	drK_1_NOUN	ו-	ו							חכמים	NOUN					m	pl		abs					
17655	אומרים	ref.4.3.4.9.107	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומרים	HkM_1_NOUN									אומרים	VERB	paal	אמר		ANY	m	pl	PRESENT						
17656	צריך	ref.4.3.4.9.108	heb	צריך_1	צריך_1_MODAL	cryK_1_MODAL	צריך	amr_1_VERB									צריך	MODAL				ANY	m	sg	PRESENT						
17657	ליקח	ref.4.3.4.9.109	heb	לקח_1	לקח_1_VERB	lqH_1_VERB	ליקח	cryK_1_MODAL									ליקח	VERB	paal	לקח					TOINF						
17658	לו	ref.4.3.4.9.110	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	lqH_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
17659	דרך	ref.4.3.4.9.111	heb	דרך_1	דרך_1_NOUN	drK_1_NOUN	דרך	l_1_PREPOSITION									דרך	NOUN					f	sg		abs					
17660	במה	ref.4.3.4.9.112	heb	מה_1	מה_1_INTERROGATIVE	mh_1_INTERROGATIVE	ב-מה	drK_1_NOUN	ב-					ב			מה	INTERROGATIVE													
17661	דברים	ref.4.3.4.9.113	heb	דבר_1	דבר_1_NOUN	dbr_1_NOUN	דברים	mh_1_INTERROGATIVE									דברים	NOUN					m	pl		abs					
17662	אמורים	ref.4.3.4.9.114	heb	אמור_1	אמור_1_ADJECTIVE	amwr_1_ADJECTIVE	אמורים	dbr_1_NOUN									אמורים	ADJECTIVE	paal	אמר	passive		m	pl		abs					
17663	במוכר	ref.4.3.4.9.115	heb	מכר_1	מכר_1_PARTICIPLE	mkr_1_PARTICIPLE	ב-מוכר	amwr_1_ADJECTIVE	ב-					ב			מוכר	PARTICIPLE	paal	מכר			m	sg		cstr					
17664	אבל	ref.4.3.4.9.116	heb	אבל_1	אבל_1_CONJUNCTION	abl_1_CONJUNCTION	אבל	mkr_1_PARTICIPLE									אבל	CONJUNCTION													
17665	בנותן	ref.4.3.4.9.117	heb	נתן_1	נתן_1_PARTICIPLE	ntN_1_PARTICIPLE	ב-נותן	abl_1_CONJUNCTION	ב-					ב			נותן	PARTICIPLE	paal	נתן			m	sg		cstr					
17666	מתנה	ref.4.3.4.9.118	heb	מתנה_1	מתנה_1_NOUN	mtnh_1_NOUN	מתנה	ntN_1_PARTICIPLE									מתנה	NOUN					f	sg		abs					
17667	נותן	ref.4.3.4.9.119	heb	נתן_1	נתן_1_VERB	ntN_1_VERB	נותן	mtnh_1_NOUN									נותן	VERB	paal	נתן		ANY	m	sg	PRESENT						
17668	את	ref.4.3.4.9.120	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	ntN_1_VERB									את	AT_PREP													
17669	כולם	ref.4.3.4.9.121	heb	כול_1	כול_1_PRONOUN	kwl_1_PRONOUN	כול+ם	at_1_AT_PREP									כול	PRONOUN								abs	pronomial	ם	3	m	pl
17670	האחין	ref.4.3.4.9.122	heb	אח_1	אח_1_NOUN	aH_1_NOUN	ה-אחין	kwl_1_PRONOUN	ה-							ה	אחין	NOUN					m	pl		abs					
17671	שחלקו	ref.4.3.4.9.123	heb	חלק_1	חלק_1_VERB	Hlq_1_VERB	ש-חלקו	aH_1_NOUN	ש-		ש						חלקו	VERB	paal	חלק		3	mf	pl	PAST						
17672	זכו	ref.4.3.4.9.124	heb	זכה_1	זכה_1_VERB	zkh_1_VERB	זכו	Hlq_1_VERB									זכו	VERB	paal	זכה		3	mf	pl	PAST						
17673	בשדה	ref.4.3.4.9.125	heb	שדה_1	שדה_1_NOUN	Sdh_1_NOUN	ב-ה-שדה	zkh_1_VERB	ב-ה-					ב		ה	שדה	NOUN					mf	sg		abs					
17674	זכו	ref.4.3.4.9.126	heb	זכה_1	זכה_1_VERB	zkh_1_VERB	זכו	Sdh_1_NOUN									זכו	VERB	paal	זכה		3	mf	pl	PAST						
17675	בכולם	ref.4.3.4.9.127	heb	כול_1	כול_1_PRONOUN	kwl_1_PRONOUN	ב-כול+ם	zkh_1_VERB	ב-					ב			כול	PRONOUN								abs	pronomial	ם	3	m	pl
17676	המחזיק	ref.4.3.4.9.128	heb	החזיק_1	החזיק_1_PARTICIPLE	hHzyq_1_PARTICIPLE	ה-מחזיק	kwl_1_PRONOUN	ה-							ה	מחזיק	PARTICIPLE	hifil	חזק			m	sg		abs					
17677	בנכסי	ref.4.3.4.9.129	heb	נכס_1	נכס_1_NOUN	nks_1_NOUN	ב-נכסי	hHzyq_1_PARTICIPLE	ב-					ב			נכסי	NOUN					m	pl		cstr					
17678	הגר	ref.4.3.4.9.130	heb	גר_1	גר_1_NOUN	gr_1_NOUN	ה-גר	nks_1_NOUN	ה-							ה	גר	NOUN					m	sg		abs					
17679	החזיק	ref.4.3.4.9.131	heb	החזיק_1	החזיק_1_VERB	hHzyq_1_VERB	החזיק	gr_1_NOUN									החזיק	VERB	hifil	חזק		3	m	sg	PAST						
17680	בשדה	ref.4.3.4.9.132	heb	שדה_1	שדה_1_NOUN	Sdh_1_NOUN	ב-ה-שדה	hHzyq_1_VERB	ב-ה-					ב		ה	שדה	NOUN					mf	sg		abs					
17681	החזיק	ref.4.3.4.9.133	heb	החזיק_1	החזיק_1_VERB	hHzyq_1_VERB	החזיק	Sdh_1_NOUN									החזיק	VERB	hifil	חזק		3	m	sg	PAST						
17682	בכולם	ref.4.3.4.9.134	heb	כול_1	כול_1_PRONOUN	kwl_1_PRONOUN	ב-כול+ם	hHzyq_1_VERB	ב-					ב			כול	PRONOUN								abs	pronomial	ם	3	m	pl
17683	המקדיש	ref.4.3.4.9.135	heb	הקדיש_1	הקדיש_1_PARTICIPLE	hqdyS_1_PARTICIPLE	ה-מקדיש	kwl_1_PRONOUN	ה-							ה	מקדיש	PARTICIPLE	hifil	קדש			m	sg		abs					
17684	את	ref.4.3.4.9.136	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	hqdyS_1_PARTICIPLE									את	AT_PREP													
17685	השדה	ref.4.3.4.9.137	heb	שדה_1	שדה_1_NOUN	Sdh_1_NOUN	ה-שדה	at_1_AT_PREP	ה-							ה	שדה	NOUN					mf	sg		abs					
17686	הקדיש	ref.4.3.4.9.138	heb	הקדיש_1	הקדיש_1_VERB	hqdyS_1_VERB	הקדיש	Sdh_1_NOUN									הקדיש	VERB	hifil	קדש		3	m	sg	PAST						
17687	את	ref.4.3.4.9.139	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	hqdyS_1_VERB									את	AT_PREP													
17688	כולם	ref.4.3.4.9.140	heb	כול_1	כול_1_PRONOUN	kwl_1_PRONOUN	כול+ם	at_1_AT_PREP									כול	PRONOUN								abs	pronomial	ם	3	m	pl
17689	רבי	ref.4.3.4.9.141	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	kwl_1_PRONOUN									רבי	TITULAR					m	sg							
17690	שמעון	ref.4.3.4.9.142	heb	שמעון_1	שמעון_1_PROPERNAME	SmewN_1_PROPERNAME	שמעון	rby_1_TITULAR									שמעון	PROPERNAME													
17691	אומר	ref.4.3.4.9.143	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	SmewN_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
17692	המקדיש	ref.4.3.4.9.144	heb	הקדיש_1	הקדיש_1_PARTICIPLE	hqdyS_1_PARTICIPLE	ה-מקדיש	amr_1_VERB	ה-							ה	מקדיש	PARTICIPLE	hifil	קדש			m	sg		abs					
17693	את	ref.4.3.4.9.145	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	hqdyS_1_PARTICIPLE									את	AT_PREP													
17694	השדה	ref.4.3.4.9.146	heb	שדה_1	שדה_1_NOUN	Sdh_1_NOUN	ה-שדה	at_1_AT_PREP	ה-							ה	שדה	NOUN					mf	sg		abs					
17695	לא	ref.4.3.4.9.147	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	Sdh_1_NOUN									לא	NEGATION													
17696	הקדיש	ref.4.3.4.9.148	heb	הקדיש_1	הקדיש_1_VERB	hqdyS_1_VERB	הקדיש	la_1_NEGATION									הקדיש	VERB	hifil	קדש		3	m	sg	PAST						
17697	אלא	ref.4.3.4.9.149	heb	אלא_1	אלא_1_CONJUNCTION	ala_1_CONJUNCTION	אלא	hqdyS_1_VERB									אלא	CONJUNCTION													
17698	את	ref.4.3.4.9.150	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	ala_1_CONJUNCTION									את	AT_PREP													
17699	החרוב	ref.4.3.4.9.151	heb	חרוב_1	חרוב_1_NOUN	Hrwb_1_NOUN	ה-חרוב	at_1_AT_PREP	ה-							ה	חרוב	NOUN					m	sg		abs					
17700	המורכב	ref.4.3.4.9.152	heb	מורכב_1	מורכב_1_ADJECTIVE	mwrkb_1_ADJECTIVE	ה-מורכב	Hrwb_1_NOUN	ה-							ה	מורכב	ADJECTIVE	hofal	רכב			m	sg		abs					
17701	ואת	ref.4.3.4.9.153	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	mwrkb_1_ADJECTIVE	ו-							ו	את	AT_PREP													
17702	סדן	ref.4.3.4.9.154	heb	סדן_1	סדן_1_NOUN	sdN_1_NOUN	סדן	at_1_AT_PREP									סדן	NOUN					m	sg		cstr					
17703	השקמה	ref.4.3.4.9.155	heb	שקמה_1	שקמה_1_NOUN	Sqmh_1_NOUN	ה-שקמה	sdN_1_NOUN	ה-							ה	שקמה	NOUN					f	sg		abs					
17704	המוכר	ref.4.3.5.1.1	heb	מכר_1	מכר_1_PARTICIPLE	mkr_1_PARTICIPLE	ה-מוכר	Sqmh_1_NOUN	ה-							ה	מוכר	PARTICIPLE	paal	מכר			m	sg		abs					
17705	את	ref.4.3.5.1.2	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_PARTICIPLE									את	AT_PREP													
17706	הספינה	ref.4.3.5.1.3	heb	ספינה_1	ספינה_1_NOUN	spynh_1_NOUN	ה-ספינה	at_1_AT_PREP	ה-							ה	ספינה	NOUN					f	sg		abs					
17707	מכר	ref.4.3.5.1.4	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	spynh_1_NOUN									מכר	VERB	paal	מכר		3	m	sg	PAST						
17708	את	ref.4.3.5.1.5	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17709	התורן	ref.4.3.5.1.6	heb	תורן_1	תורן_1_NOUN	twrN_1_NOUN	ה-תורן	at_1_AT_PREP	ה-							ה	תורן	NOUN					m	sg		abs					
17710	ואת	ref.4.3.5.1.7	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	twrN_1_NOUN	ו-							ו	את	AT_PREP													
17711	הנס	ref.4.3.5.1.8	heb	נס_1	נס_1_NOUN	ns_1_NOUN	ה-נס	at_1_AT_PREP	ה-							ה	נס	NOUN					m	sg		abs					
17712	ואת	ref.4.3.5.1.9	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	ns_1_NOUN	ו-							ו	את	AT_PREP													
17713	העוגין	ref.4.3.5.1.10	heb	עוגן_1	עוגן_1_NOUN	ewgN_1_NOUN	ה-עוגין	at_1_AT_PREP	ה-							ה	עוגין	NOUN					m	sg		abs					
17714	ואת	ref.4.3.5.1.11	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	ewgN_1_NOUN	ו-							ו	את	AT_PREP													
17715	כל	ref.4.3.5.1.12	heb	כול_1	כול_1_QUANTIFIER	kwl_1_QUANTIFIER	כל	at_1_AT_PREP									כל	QUANTIFIER								cstr					
17716	המנהיגין	ref.4.3.5.1.13	heb	הנהיג_1	הנהיג_1_PARTICIPLE	hnhyg_1_PARTICIPLE	ה-מנהיגין	kwl_1_QUANTIFIER	ה-							ה	מנהיגין	PARTICIPLE	hifil	נהג			m	pl		abs					
17717	אותה	ref.4.3.5.1.14	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	אות+ה	hnhyg_1_PARTICIPLE									אות	AT_PREP									pronomial	ה	3	f	sg
17718	אבל	ref.4.3.5.1.15	heb	אבל_1	אבל_1_CONJUNCTION	abl_1_CONJUNCTION	אבל	at_1_AT_PREP									אבל	CONJUNCTION													
17719	לא	ref.4.3.5.1.16	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	abl_1_CONJUNCTION									לא	NEGATION													
17720	מכר	ref.4.3.5.1.17	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	la_1_NEGATION									מכר	VERB	paal	מכר		3	m	sg	PAST						
17721	לא	ref.4.3.5.1.18	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	mkr_1_VERB									לא	NEGATION													
17722	את	ref.4.3.5.1.19	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17723	העבדים	ref.4.3.5.1.20	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	ה-עבדים	at_1_AT_PREP	ה-							ה	עבדים	NOUN					m	pl		abs					
17724	ולא	ref.4.3.5.1.21	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	ebd_1_NOUN	ו-	ו							לא	NEGATION													
17725	את	ref.4.3.5.1.22	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17726	המרצופין	ref.4.3.5.1.23	heb	מרצף_1	מרצף_1_NOUN	mrcP_1_NOUN	ה-מרצופין	at_1_AT_PREP	ה-							ה	מרצופין	NOUN					m	pl		abs					
17727	ולא	ref.4.3.5.1.24	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	mrcP_1_NOUN	ו-	ו							לא	NEGATION													
17728	את	ref.4.3.5.1.25	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17729	האנתיקי	ref.4.3.5.1.26	heb	אנתיקי_1	אנתיקי_1_NOUN	antyqy_1_NOUN	ה-אנתיקי	at_1_AT_PREP	ה-							ה	אנתיקי	NOUN					m	sg		abs					
17730	ובזמן	ref.4.3.5.1.27	heb	זמן_1	זמן_1_NOUN	zmN_1_NOUN	ו-ב-זמן	antyqy_1_NOUN	ו-ב-	ו				ב			זמן	NOUN					m	sg		abs					
17731	שאמר	ref.4.3.5.1.28	heb	אמר_1	אמר_1_VERB	amr_1_VERB	ש-אמר	zmN_1_NOUN	ש-		ש						אמר	VERB	paal	אמר		3	m	sg	PAST						
17732	לו	ref.4.3.5.1.29	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	amr_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
17733	היא	ref.4.3.5.1.30	heb	הוא_1	הוא_1_PRONOUN	hwa_1_PRONOUN	היא	l_1_PREPOSITION									היא	PRONOUN				3	f	sg							
17734	וכל	ref.4.3.5.1.31	heb	כול_1	כול_1_QUANTIFIER	kwl_1_QUANTIFIER	ו-כל	hwa_1_PRONOUN	ו-	ו							כל	QUANTIFIER								cstr					
17735	מה	ref.4.3.5.1.32	heb	מה_1	מה_1_PRONOUN	mh_1_PRONOUN	מה	kwl_1_QUANTIFIER									מה	PRONOUN													
17736	שבתוכה	ref.4.3.5.1.33	heb	בתוך_1	בתוך_1_PREPOSITION	btwK_1_PREPOSITION	ש-בתוכ+ה	mh_1_PRONOUN	ש-		ש						בתוכ	PREPOSITION									pronomial	ה	3	f	sg
17737	הרי	ref.4.3.5.1.34	heb	הרי_1	הרי_1_CONJUNCTION	hry_1_CONJUNCTION	הרי	btwK_1_PREPOSITION									הרי	CONJUNCTION													
17738	כולן	ref.4.3.5.1.35	heb	כול_1	כול_1_PRONOUN	kwl_1_PRONOUN	כול+ן	hry_1_CONJUNCTION									כול	PRONOUN								abs	pronomial	ן	3	m	pl
17739	מכורין	ref.4.3.5.1.36	heb	מכור_1	מכור_1_ADJECTIVE	mkwr_1_ADJECTIVE	מכורין	kwl_1_PRONOUN									מכורין	ADJECTIVE	paal	מכר	passive		m	pl		abs					
17740	מכר	ref.4.3.5.1.37	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	mkwr_1_ADJECTIVE									מכר	VERB	paal	מכר		3	m	sg	PAST						
17741	את	ref.4.3.5.1.38	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17742	הקרון	ref.4.3.5.1.39	heb	קרון_1	קרון_1_NOUN	qrwN_1_NOUN	ה-קרון	at_1_AT_PREP	ה-							ה	קרון	NOUN					m	sg		abs					
17743	לא	ref.4.3.5.1.40	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	qrwN_1_NOUN									לא	NEGATION													
17744	מכר	ref.4.3.5.1.41	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	la_1_NEGATION									מכר	VERB	paal	מכר		3	m	sg	PAST						
17745	את	ref.4.3.5.1.42	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17746	הפרדות	ref.4.3.5.1.43	heb	פרדה_1	פרדה_1_NOUN	prdh_1_NOUN	ה-פרדות	at_1_AT_PREP	ה-							ה	פרדות	NOUN					f	pl		abs					
17747	מכר	ref.4.3.5.1.44	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	prdh_1_NOUN									מכר	VERB	paal	מכר		3	m	sg	PAST						
17748	את	ref.4.3.5.1.45	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17749	הפרדות	ref.4.3.5.1.46	heb	פרדה_1	פרדה_1_NOUN	prdh_1_NOUN	ה-פרדות	at_1_AT_PREP	ה-							ה	פרדות	NOUN					f	pl		abs					
17750	לא	ref.4.3.5.1.47	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	prdh_1_NOUN									לא	NEGATION													
17751	מכר	ref.4.3.5.1.48	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	la_1_NEGATION									מכר	VERB	paal	מכר		3	m	sg	PAST						
17752	את	ref.4.3.5.1.49	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17753	הקרון	ref.4.3.5.1.50	heb	קרון_1	קרון_1_NOUN	qrwN_1_NOUN	ה-קרון	at_1_AT_PREP	ה-							ה	קרון	NOUN					m	sg		abs					
17754	מכר	ref.4.3.5.1.51	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	qrwN_1_NOUN									מכר	VERB	paal	מכר		3	m	sg	PAST						
17755	את	ref.4.3.5.1.52	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17756	הצמד	ref.4.3.5.1.53	heb	צמד_1	צמד_1_NOUN	cmd_1_NOUN	ה-צמד	at_1_AT_PREP	ה-							ה	צמד	NOUN					m	sg		abs					
17757	לא	ref.4.3.5.1.54	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	cmd_1_NOUN									לא	NEGATION													
17758	מכר	ref.4.3.5.1.55	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	la_1_NEGATION									מכר	VERB	paal	מכר		3	m	sg	PAST						
17759	את	ref.4.3.5.1.56	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17760	הבקר	ref.4.3.5.1.57	heb	בקר_1	בקר_1_NOUN	bqr_1_NOUN	ה-בקר	at_1_AT_PREP	ה-							ה	בקר	NOUN					m	sg		abs					
17761	מכר	ref.4.3.5.1.58	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	bqr_1_NOUN									מכר	VERB	paal	מכר		3	m	sg	PAST						
17762	את	ref.4.3.5.1.59	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17763	הבקר	ref.4.3.5.1.60	heb	בקר_1	בקר_1_NOUN	bqr_1_NOUN	ה-בקר	at_1_AT_PREP	ה-							ה	בקר	NOUN					m	sg		abs					
17764	לא	ref.4.3.5.1.61	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	bqr_1_NOUN									לא	NEGATION													
17765	מכר	ref.4.3.5.1.62	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	la_1_NEGATION									מכר	VERB	paal	מכר		3	m	sg	PAST						
17766	את	ref.4.3.5.1.63	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17767	הצמד	ref.4.3.5.1.64	heb	צמד_1	צמד_1_NOUN	cmd_1_NOUN	ה-צמד	at_1_AT_PREP	ה-							ה	צמד	NOUN					m	sg		abs					
17768	רבי	ref.4.3.5.1.65	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	cmd_1_NOUN									רבי	TITULAR					m	sg							
17769	יהודה	ref.4.3.5.1.66	heb	יהודה_1	יהודה_1_PROPERNAME	yhwdh_1_PROPERNAME	יהודה	rby_1_TITULAR									יהודה	PROPERNAME					m	sg							
17770	אומר	ref.4.3.5.1.67	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	yhwdh_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
17771	הדמים	ref.4.3.5.1.68	heb	דמים_1	דמים_1_NOUN	dmyM_1_NOUN	ה-דמים	amr_1_VERB	ה-							ה	דמים	NOUN					m	pl		abs					
17772	מודיעין	ref.4.3.5.1.69	heb	הודיע_1	הודיע_1_VERB	hwdye_1_VERB	מודיעין	dmyM_1_NOUN									מודיעין	VERB	hifil	ידע		ANY	m	pl	PRESENT						
17773	כיצד	ref.4.3.5.1.70	heb	כיצד_1	כיצד_1_INTERROGATIVE	kycd_1_INTERROGATIVE	כיצד	hwdye_1_VERB									כיצד	INTERROGATIVE													
17774	אמר	ref.4.3.5.1.71	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אמר	kycd_1_INTERROGATIVE									אמר	VERB	paal	אמר		3	m	sg	PAST						
17775	לו	ref.4.3.5.1.72	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	amr_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
17776	מכור	ref.4.3.5.1.73	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכור	l_1_PREPOSITION									מכור	VERB	paal	מכר		2	m	sg	IMP						
17777	לי	ref.4.3.5.1.74	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+י	mkr_1_VERB									ל	PREPOSITION									pronomial	י	1	mf	sg
17778	צמדך	ref.4.3.5.1.75	heb	צמד_1	צמד_1_NOUN	cmd_1_NOUN	צמד+ך	l_1_PREPOSITION									צמד	NOUN					m	sg		abs	poss	ך	2	m	sg
17779	במאתים	ref.4.3.5.1.76	heb	ORD-CARD100_1	ORD-CARD100_1_NUMERAL	ORD-CARD100_1_NUMERAL	ב-מאתים	cmd_1_NOUN	ב-					ב			מאתים	NUMERAL					f	d		abs					
17780	זוז	ref.4.3.5.1.77	heb	זוז_1	זוז_1_NOUN	zwz_1_NOUN	זוז	ORD-CARD100_1_NUMERAL									זוז	NOUN					m	sg		abs					
17781	הדבר	ref.4.3.5.1.78	heb	דבר_1	דבר_1_NOUN	dbr_1_NOUN	ה-דבר	zwz_1_NOUN	ה-							ה	דבר	NOUN					m	sg		abs					
17782	ידוע	ref.4.3.5.1.79	heb	ידוע_1	ידוע_1_ADJECTIVE	ydwe_1_ADJECTIVE	ידוע	dbr_1_NOUN									ידוע	ADJECTIVE	paal	ידע	passive		m	sg		abs					
17783	שאין	ref.4.3.5.1.80	heb	אין_1	אין_1_NEGATION	ayN_1_NEGATION	ש-אין	ydwe_1_ADJECTIVE	ש-		ש						אין	NEGATION													
17784	הצמד	ref.4.3.5.1.81	heb	צמד_1	צמד_1_NOUN	cmd_1_NOUN	ה-צמד	ayN_1_NEGATION	ה-							ה	צמד	NOUN					m	sg		abs					
17785	במאתים	ref.4.3.5.1.82	heb	ORD-CARD100_1	ORD-CARD100_1_NUMERAL	ORD-CARD100_1_NUMERAL	ב-מאתים	cmd_1_NOUN	ב-					ב			מאתים	NUMERAL					f	d		abs					
17786	זוז	ref.4.3.5.1.83	heb	זוז_1	זוז_1_NOUN	zwz_1_NOUN	זוז	ORD-CARD100_1_NUMERAL									זוז	NOUN					m	sg		abs					
17787	וחכמים	ref.4.3.5.1.84	heb	חכם_1	חכם_1_NOUN	HkM_1_NOUN	ו-חכמים	zwz_1_NOUN	ו-	ו							חכמים	NOUN					m	pl		abs					
17788	אומרים	ref.4.3.5.1.85	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומרים	HkM_1_NOUN									אומרים	VERB	paal	אמר		ANY	m	pl	PRESENT						
17789	אין	ref.4.3.5.1.86	heb	אין_1	אין_1_NEGATION	ayN_1_NEGATION	אין	amr_1_VERB									אין	NEGATION													
17790	הדמים	ref.4.3.5.1.87	heb	דמים_1	דמים_1_NOUN	dmyM_1_NOUN	ה-דמים	ayN_1_NEGATION	ה-							ה	דמים	NOUN					m	pl		abs					
17791	ראיה	ref.4.3.5.1.88	heb	ראייה_1	ראייה_1_NOUN	rayyh_1_NOUN	ראיה	dmyM_1_NOUN									ראיה	NOUN					f	sg		abs					
17792	המוכר	ref.4.3.5.2.1	heb	מכר_1	מכר_1_PARTICIPLE	mkr_1_PARTICIPLE	ה-מוכר	rayyh_1_NOUN	ה-							ה	מוכר	PARTICIPLE	paal	מכר			m	sg		abs					
17793	את	ref.4.3.5.2.2	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_PARTICIPLE									את	AT_PREP													
17794	החמור	ref.4.3.5.2.3	heb	חמור_1	חמור_1_NOUN	Hmwr_1_NOUN	ה-חמור	at_1_AT_PREP	ה-							ה	חמור	NOUN					m	sg		abs					
17795	לא	ref.4.3.5.2.4	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	Hmwr_1_NOUN									לא	NEGATION													
